Data Medicao;Hora Medicao;VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2020-01-17;0200;117;9;2,5;
2020-01-17;0300;119;6,8;1,8;
2020-01-17;0400;102;5,2;2;
2020-01-17;0500;118;5,1;1,6;
2020-01-17;0600;115;5;1,6;
2020-01-17;0700;118;6,4;2;
2020-01-17;0800;106;6,4;1,7;
2020-01-17;0900;96;5,7;1,5;
2020-01-17;1000;99;6;1,3;
2020-01-17;1100;114;6,3;1,9;
2020-01-17;1200;108;5,5;2,4;
2020-01-17;1300;111;5,5;2;
2020-01-17;1400;111;5,4;1,9;
2020-01-17;1500;109;6,3;2,1;
2020-01-17;1600;82;7,3;2,5;
2020-01-17;1700;87;7;2,6;
2020-01-17;1800;90;6,2;2,5;
2020-01-17;1900;111;5,5;1,9;
2020-01-17;2000;121;5,9;2,5;
2020-01-17;2100;109;6,5;2,9;
2020-01-17;2200;98;7,2;2,7;
2020-01-17;2300;101;6,6;2;
2020-01-18;0000;97;6,7;2,3;
2020-01-18;0100;94;5,8;1,6;
2020-01-18;0200;90;4,5;1,5;
2020-01-18;0300;83;6,1;2,2;
2020-01-18;0400;93;6,1;1;
2020-01-18;0500;93;3,8;1,2;
2020-01-18;0600;112;3,8;1,1;
2020-01-18;0700;97;3;1,1;
2020-01-18;0800;93;2,9;,5;
2020-01-18;0900;91;4,3;1,3;
2020-01-18;1000;88;5;1,7;
2020-01-18;1100;83;6,1;2,1;
2020-01-18;1200;91;6,8;2,8;
2020-01-18;1300;69;6,4;2,7;
2020-01-18;1400;71;9,1;3,8;
2020-01-18;1500;95;7,1;2,7;
2020-01-18;1600;86;5,4;1,8;
2020-01-18;1700;84;5,1;1,4;
2020-01-18;1800;72;5,6;2,1;
2020-01-18;1900;64;5,8;2,1;
2020-01-18;2000;84;4,7;1,5;
2020-01-18;2100;67;4,8;2;
2020-01-18;2200;76;4,6;1,4;
2020-01-18;2300;70;6,5;2,6;
2020-01-19;0000;84;6,5;1,7;
2020-01-19;0100;68;5,1;1,2;
2020-01-19;0200;83;3,6;,3;
2020-01-19;0300;73;3,1;1;
2020-01-19;0400;93;4;,9;
2020-01-19;0500;123;2,4;,3;
2020-01-19;0600;75;3,8;,8;
2020-01-19;0700;86;2,8;,1;
2020-01-19;0800;116;1,5;0;
2020-01-19;0900;115;1,2;,1;
2020-01-19;1000;121;2,4;,4;
2020-01-19;1100;98;3,7;1,7;
2020-01-19;1200;62;5,3;1,7;
2020-01-19;1300;56;5,3;2;
2020-01-19;1400;84;5,2;2;
2020-01-19;1500;69;6;2,7;
2020-01-19;1600;84;5,8;2,3;
2020-01-19;1700;95;6;2,5;
2020-01-19;1800;89;7,2;2,8;
2020-01-19;1900;90;7,2;2,6;
2020-01-19;2000;85;8,2;2,9;
2020-01-19;2100;93;7;2,7;
2020-01-19;2200;82;6,7;1,6;
2020-01-19;2300;91;5,3;1,6;
2020-01-20;0000;82;4,9;1,6;
2020-01-20;0100;106;4,3;1;
2020-01-20;0200;116;3,4;,2;
2020-01-20;0300;105;3,3;,8;
2020-01-20;0400;96;3,5;1,5;
2020-01-20;0500;98;3,1;1,1;
2020-01-20;0600;99;2,4;1,1;
2020-01-20;0700;68;3,9;,9;
2020-01-20;0800;81;3,4;1;
2020-01-20;0900;75;4,9;1,9;
2020-01-20;1000;78;5,5;2,3;
2020-01-20;1100;72;6,4;2,6;
2020-01-20;1200;83;6,9;2,7;
2020-01-20;1300;108;6;2,3;
2020-01-20;1400;82;8;2,8;
2020-01-20;1500;112;7,6;2,6;
2020-01-20;1600;111;6,4;2,1;
2020-01-20;1700;92;7,5;2,4;
2020-01-20;1800;110;6,4;2,5;
2020-01-20;1900;105;6,2;2,2;
2020-01-20;2000;98;6,4;2,3;
2020-01-20;2100;86;8;2,8;
2020-01-20;2200;82;7;2,3;
2020-01-20;2300;77;7,4;2,5;
2020-01-21;0000;81;7,1;1,9;
2020-01-21;0100;94;7,1;3;
2020-01-21;0200;86;7;1,6;
2020-01-21;0300;66;5;1,5;
2020-01-21;0400;67;4,7;1,8;
2020-01-21;0500;93;4;,6;
2020-01-21;0600;63;4,3;1;
2020-01-21;0700;76;3,1;,1;
2020-01-21;0800;78;1,8;,2;
2020-01-21;0900;83;2,8;,9;
2020-01-21;1000;92;4,6;1,9;
2020-01-21;1100;62;5,3;2,2;
2020-01-21;1200;92;6,3;2,7;
2020-01-21;1300;91;6,8;3,1;
2020-01-21;1400;66;7,6;2,6;
2020-01-21;1500;75;6,8;3,3;
2020-01-21;1600;101;6,4;2,4;
2020-01-21;1700;97;7,8;3,3;
2020-01-21;1800;109;6,9;1,7;
2020-01-21;1900;82;5,5;2,4;
2020-01-21;2000;88;6;2,9;
2020-01-21;2100;96;6,4;2,5;
2020-01-21;2200;79;6,9;2,6;
2020-01-21;2300;95;7,8;2,2;
2020-01-22;0000;91;6,6;2,4;
2020-01-22;0100;92;5,9;2,6;
2020-01-22;0200;87;6,8;2;
2020-01-22;0300;72;6,6;1,6;
2020-01-22;0400;68;5,5;2,3;
2020-01-22;0500;74;6,1;2,5;
2020-01-22;0600;46;6,1;,8;
2020-01-22;0700;63;2,9;1,2;
2020-01-22;0800;101;4,4;1,9;
2020-01-22;0900;96;4,9;1,7;
2020-01-22;1000;88;7;2,5;
2020-01-22;1100;78;8,2;3,1;
2020-01-22;1200;81;7,3;2,5;
2020-01-22;1300;77;8,8;3,3;
2020-01-22;1400;80;8,5;2,6;
2020-01-22;1500;90;6,7;1,5;
2020-01-22;1600;95;6;2,6;
2020-01-22;1700;98;6,4;2,2;
2020-01-22;1800;99;6,4;2,5;
2020-01-22;1900;98;6,8;2;
2020-01-22;2000;89;6,2;2,2;
2020-01-22;2100;98;6,3;2,3;
2020-01-22;2200;97;7,6;2,5;
2020-01-22;2300;99;6,1;1,6;
2020-01-23;0000;90;6;,7;
2020-01-23;0100;102;3,1;1;
2020-01-23;0200;94;3,7;1,2;
2020-01-23;0300;80;7,2;1;
2020-01-23;0400;91;4,8;1,3;
2020-01-23;0500;78;5;1,9;
2020-01-23;0600;107;5,3;1,2;
2020-01-23;0700;102;3,9;1,1;
2020-01-23;0800;108;2,8;,2;
2020-01-23;0900;92;2,7;,6;
2020-01-23;1000;93;2,8;,6;
2020-01-23;1100;119;3,3;,9;
2020-01-23;1200;113;4,5;1,7;
2020-01-23;1300;109;6,2;2,2;
2020-01-23;1400;102;6,2;1,7;
2020-01-23;1500;96;5,3;1,7;
2020-01-23;1600;122;6,1;1,9;
2020-01-23;1700;108;5,8;1,8;
2020-01-23;1800;125;7,7;2,6;
2020-01-23;1900;124;7,1;2,4;
2020-01-23;2000;112;7,4;3,3;
2020-01-23;2100;118;6,8;1,9;
2020-01-23;2200;135;5,2;1,2;
2020-01-23;2300;121;6,7;1;
2020-01-24;0000;131;4,3;,7;
2020-01-24;0100;128;4,1;1,5;
2020-01-24;0200;133;6,2;1,4;
2020-01-24;0300;126;4,4;,5;
2020-01-24;0400;181;3,2;,9;
2020-01-24;0500;169;4,9;1,9;
2020-01-24;0600;180;4,9;1;
2020-01-24;0700;191;4,3;,8;
2020-01-24;0800;183;3,9;,9;
2020-01-24;0900;132;5,1;1;
2020-01-24;1000;141;5;1,7;
2020-01-24;1100;122;7,6;2;
2020-01-24;1200;127;7,3;2,3;
2020-01-24;1300;126;8,7;2,2;
2020-01-24;1400;130;7,8;2;
2020-01-24;1500;124;8,5;3,1;
2020-01-24;1600;131;8,1;2,3;
2020-01-24;1700;106;8,7;2,9;
2020-01-24;1800;113;7,3;3,2;
2020-01-24;1900;91;7,6;2,9;
2020-01-24;2000;113;8;3,1;
2020-01-24;2100;114;7,8;2,3;
2020-01-24;2200;111;6,9;2,5;
2020-01-24;2300;104;6,3;2;
2020-01-25;0000;124;6,8;2;
2020-01-25;0100;110;5,9;1;
2020-01-25;0200;98;4,5;1,9;
2020-01-25;0300;111;3,9;,2;
2020-01-25;0400;134;2;,1;
2020-01-25;0500;134;2;0;
2020-01-25;0600;89;1,8;0;
2020-01-25;0700;104;,2;0;
2020-01-25;0800;287;,5;0;
2020-01-25;0900;239;,9;,1;
2020-01-25;1000;201;2;,3;
2020-01-25;1100;276;3,1;1,1;
2020-01-25;1200;307;4,1;1,2;
2020-01-25;1300;237;6,2;3,2;
2020-01-25;1400;245;7,2;3,1;
2020-01-25;1500;236;7,3;3,8;
2020-01-25;1600;209;7,3;3,2;
2020-01-25;1700;235;7,1;3,1;
2020-01-25;1800;215;7,2;1,7;
2020-01-25;1900;243;6,9;2,4;
2020-01-25;2000;253;6,1;2;
2020-01-25;2100;258;5,1;1,6;
2020-01-25;2200;214;3,9;0;
2020-01-25;2300;32;2,8;1;
2020-01-26;0000;29;2,8;,5;
2020-01-26;0100;59;3,2;1,6;
2020-01-26;0200;56;3,2;,9;
2020-01-26;0300;60;2,2;0;
2020-01-26;0400;54;1,1;0;
2020-01-26;0500;73;,5;0;
2020-01-26;0600;73;1,9;,3;
2020-01-26;0700;91;1,9;0;
2020-01-26;0800;79;1,1;0;
2020-01-26;0900;88;1,8;0;
2020-01-26;1000;243;1,6;0;
2020-01-26;1100;265;3,1;1,2;
2020-01-26;1200;245;4,1;1,6;
2020-01-26;1300;257;5,4;2,3;
2020-01-26;1400;260;6,8;2,9;
2020-01-26;1500;287;6,8;2,9;
2020-01-26;1600;315;6,4;2,7;
2020-01-26;1700;208;5,7;1,4;
2020-01-26;1800;267;6,1;3,9;
2020-01-26;1900;103;6,1;2;
2020-01-26;2000;105;6,3;2,7;
2020-01-26;2100;84;5,5;1,9;
2020-01-26;2200;73;5;2,7;
2020-01-26;2300;62;5,3;1,3;
2020-01-27;0000;44;4,2;1,5;
2020-01-27;0100;49;6;2;
2020-01-27;0200;50;5;1,6;
2020-01-27;0300;41;3,9;,5;
2020-01-27;0400;40;2,9;1,1;
2020-01-27;0500;23;3,2;,4;
2020-01-27;0600;13;2,4;,1;
2020-01-27;0700;71;1,5;0;
2020-01-27;0800;83;1,1;,1;
2020-01-27;0900;65;1,7;,1;
2020-01-27;1000;344;3,1;1;
2020-01-27;1100;303;7,1;3,5;
2020-01-27;1200;275;7,1;3,9;
2020-01-27;1300;276;8,1;4,2;
2020-01-27;1400;267;9,6;4;
2020-01-27;1500;235;9,1;3,3;
2020-01-27;1600;252;7,7;3;
2020-01-27;1700;229;8,3;3;
2020-01-27;1800;237;6,7;2;
2020-01-27;1900;257;7,2;4,2;
2020-01-27;2000;280;8,3;2,2;
2020-01-27;2100;76;8,4;1,6;
2020-01-27;2200;4;4,1;,6;
2020-01-27;2300;88;4,4;1;
2020-01-28;0000;100;3,4;1,4;
2020-01-28;0100;104;7,1;2,9;
2020-01-28;0200;104;8,3;2,3;
2020-01-28;0300;96;5,4;1,7;
2020-01-28;0400;65;4,1;1,6;
2020-01-28;0500;58;3,8;1,1;
2020-01-28;0600;35;3,2;,1;
2020-01-28;0700;60;2,7;1,3;
2020-01-28;0800;44;2,7;,6;
2020-01-28;0900;13;2,3;,3;
2020-01-28;1000;76;3;1,3;
2020-01-28;1100;88;4,5;,7;
2020-01-28;1200;74;6,1;2,3;
2020-01-28;1300;95;6,1;2,1;
2020-01-28;1400;99;8;2,9;
2020-01-28;1500;69;8,5;3,9;
2020-01-28;1600;158;8,5;1,6;
2020-01-28;1700;97;6,8;3,1;
2020-01-28;1800;114;6,8;2,5;
2020-01-28;1900;98;5,6;1,5;
2020-01-28;2000;89;6,8;2,7;
2020-01-28;2100;111;6,8;2,4;
2020-01-28;2200;100;6,4;1,3;
2020-01-28;2300;51;4,9;2,2;
2020-01-29;0000;76;4,9;,6;
2020-01-29;0100;57;3,2;1,3;
2020-01-29;0200;53;4,4;1,8;
2020-01-29;0300;47;6;1,5;
2020-01-29;0400;46;5,5;1,3;
2020-01-29;0500;19;3;,1;
2020-01-29;0600;355;1,9;,1;
2020-01-29;0700;117;1,2;0;
2020-01-29;0800;77;1,3;0;
2020-01-29;0900;58;1,2;,2;
2020-01-29;1000;38;2,3;,8;
2020-01-29;1100;12;4,1;1,5;
2020-01-29;1200;356;3,7;1,7;
2020-01-29;1300;3;4,7;1,9;
2020-01-29;1400;319;6,7;3,1;
2020-01-29;1500;298;8,3;3,9;
2020-01-29;1600;307;9,3;3,5;
2020-01-29;1700;280;12;4,4;
2020-01-29;1800;307;9;3,5;
2020-01-29;1900;317;8,5;,9;
2020-01-29;2000;129;6;2;
2020-01-29;2100;131;7;,8;
2020-01-29;2200;85;5,9;1,6;
2020-01-29;2300;75;5,1;2;
2020-01-30;0000;50;8,4;3,5;
2020-01-30;0100;50;7,1;2;
2020-01-30;0200;17;4,6;,5;
2020-01-30;0300;153;2,3;0;
2020-01-30;0400;45;,4;0;
2020-01-30;0500;352;2;0;
2020-01-30;0600;285;,6;0;
2020-01-30;0700;331;2,6;,3;
2020-01-30;0800;317;3,7;1,6;
2020-01-30;0900;348;4,2;1,8;
2020-01-30;1000;312;4,7;1,7;
2020-01-30;1100;315;5,9;3,3;
2020-01-30;1200;310;10,1;3,2;
2020-01-30;1300;292;9,8;5,1;
2020-01-30;1400;260;12;4,2;
2020-01-30;1500;293;8,2;2,2;
2020-01-30;1600;295;9,4;3,6;
2020-01-30;1700;303;9,1;3,7;
2020-01-30;1800;289;8,8;1,9;
2020-01-30;1900;290;7,8;3,4;
2020-01-30;2000;323;6,8;1,5;
2020-01-30;2100;341;3,9;,3;
2020-01-30;2200;286;2,1;,3;
2020-01-30;2300;289;2,4;,9;
2020-01-31;0000;313;2,6;,1;
2020-01-31;0100;342;1,4;,1;
2020-01-31;0200;3;2,5;,5;
2020-01-31;0300;351;2,8;,7;
2020-01-31;0400;341;5,1;1,6;
2020-01-31;0500;309;5,1;1,6;
2020-01-31;0600;296;6,9;2,8;
2020-01-31;0700;281;6,9;2,6;
2020-01-31;0800;286;6,2;2,3;
2020-01-31;0900;296;6,7;3;
2020-01-31;1000;282;9,3;3,4;
2020-01-31;1100;276;10,9;3,7;
2020-01-31;1200;274;9,1;4,7;
2020-01-31;1300;268;9,7;5,2;
2020-01-31;1400;267;11,8;6,4;
2020-01-31;1500;262;10,3;4,5;
2020-01-31;1600;259;11,2;6,6;
2020-01-31;1700;251;10,5;5,3;
2020-01-31;1800;240;9,7;4,5;
2020-01-31;1900;225;9,7;4,3;
2020-01-31;2000;249;8,4;3,8;
2020-01-31;2100;204;7;2;
2020-01-31;2200;218;4,7;1,5;
2020-01-31;2300;233;3,4;,2;
2020-02-01;0000;191;2,7;0;
2020-02-01;0100;128;3,1;,5;
2020-02-01;0200;69;2,6;,1;
2020-02-01;0300;114;1,5;,2;
2020-02-01;0400;91;2;,4;
2020-02-01;0500;88;1,5;,1;
2020-02-01;0600;91;1,5;0;
2020-02-01;0700;338;,2;0;
2020-02-01;0800;218;0;0;
2020-02-01;0900;197;2,5;,7;
2020-02-01;1000;165;3;1,2;
2020-02-01;1100;59;3,4;1;
2020-02-01;1200;138;4,3;,7;
2020-02-01;1300;6;4;,4;
2020-02-01;1400;208;3,4;,3;
2020-02-01;1500;13;4,1;,9;
2020-02-01;1600;188;3,6;1,3;
2020-02-01;1700;83;8,5;3,4;
2020-02-01;1800;91;7,6;3,2;
2020-02-01;1900;96;8,8;2,3;
2020-02-01;2000;84;7,7;2,3;
2020-02-01;2100;77;8,6;2,5;
2020-02-01;2200;82;7,4;2,3;
2020-02-01;2300;102;6,4;1,7;
2020-02-02;0000;104;5,7;2,2;
2020-02-02;0100;87;5,5;1,5;
2020-02-02;0200;67;6,4;1,7;
2020-02-02;0300;86;4,6;1,7;
2020-02-02;0400;76;4,6;2,1;
2020-02-02;0500;72;5,9;1,8;
2020-02-02;0600;78;4,2;1,3;
2020-02-02;0700;83;3,2;,6;
2020-02-02;0800;84;3,6;1;
2020-02-02;0900;102;3,4;1,4;
2020-02-02;1000;48;3,1;,3;
2020-02-02;1100;44;3,1;1,6;
2020-02-02;1200;42;6,1;,4;
2020-02-02;1300;72;5,4;2,1;
2020-02-02;1400;49;5,4;,1;
2020-02-02;1500;139;2,7;,3;
2020-02-02;1600;104;4;1,6;
2020-02-02;1700;140;4;,3;
2020-02-02;1800;108;4,4;1,6;
2020-02-02;1900;187;3,9;,1;
2020-02-02;2000;32;2,2;,1;
2020-02-02;2100;86;3,3;1,5;
2020-02-02;2200;77;3,3;,7;
2020-02-02;2300;63;5,3;1,6;
2020-02-03;0000;101;5;1,4;
2020-02-03;0100;98;4,3;1,5;
2020-02-03;0200;73;3,9;1,1;
2020-02-03;0300;43;5,9;2;
2020-02-03;0400;101;5,9;,2;
2020-02-03;0500;98;3,1;1,4;
2020-02-03;0600;101;3,1;1,3;
2020-02-03;0700;93;3,4;1,5;
2020-02-03;0800;89;3,7;,3;
2020-02-03;0900;97;3,4;1,3;
2020-02-03;1000;86;4,5;2;
2020-02-03;1100;113;5,2;1,4;
2020-02-03;1200;127;5;2;
2020-02-03;1300;133;6,7;2,5;
2020-02-03;1400;96;7,3;2,8;
2020-02-03;1500;130;7,4;1,8;
2020-02-03;1600;108;6,9;2;
2020-02-03;1700;91;7,5;2,7;
2020-02-03;1800;100;7;2,8;
2020-02-03;1900;109;8,2;3,8;
2020-02-03;2000;111;7,9;3,5;
2020-02-03;2100;104;6,9;2;
2020-02-03;2200;112;6,7;2;
2020-02-03;2300;108;5;1,2;
2020-02-04;0000;112;4,7;1,9;
2020-02-04;0100;100;4;,6;
2020-02-04;0200;99;3,8;,4;
2020-02-04;0300;97;3,2;,9;
2020-02-04;0400;98;3,1;1,4;
2020-02-04;0500;86;3,1;,2;
2020-02-04;0600;101;4;,4;
2020-02-04;0700;107;2,2;,7;
2020-02-04;0800;115;2,6;,1;
2020-02-04;0900;86;2,2;,7;
2020-02-04;1000;100;5,4;2,4;
2020-02-04;1100;95;5,9;2,3;
2020-02-04;1200;100;5,6;1,6;
2020-02-04;1300;88;5,9;2,1;
2020-02-04;1400;75;8;2;
2020-02-04;1500;74;7,2;3,3;
2020-02-04;1600;90;6,6;2,9;
2020-02-04;1700;89;6,3;2,2;
2020-02-04;1800;65;8;2,1;
2020-02-04;1900;97;5,3;1,6;
2020-02-04;2000;112;7;2,6;
2020-02-04;2100;115;6,6;2,6;
2020-02-04;2200;101;6,2;1,6;
2020-02-04;2300;93;6,2;1,5;
2020-02-05;0000;91;5;1,3;
2020-02-05;0100;108;4,8;,8;
2020-02-05;0200;97;5,8;2,4;
2020-02-05;0300;92;5,1;1;
2020-02-05;0400;100;3,9;2;
2020-02-05;0500;110;6;2,3;
2020-02-05;0600;123;5,2;,7;
2020-02-05;0700;137;2,9;,1;
2020-02-05;0800;122;2,9;,4;
2020-02-05;0900;122;2,9;,6;
2020-02-05;1000;116;4,6;1,5;
2020-02-05;1100;114;6;2,1;
2020-02-05;1200;127;5,5;1,5;
2020-02-05;1300;119;5,2;2,4;
2020-02-05;1400;142;5,9;1,8;
2020-02-05;1500;99;6,4;2,7;
2020-02-05;1600;104;5,6;2,3;
2020-02-05;1700;118;5,4;1,9;
2020-02-05;1800;88;6,4;2,9;
2020-02-05;1900;108;6,7;3,2;
2020-02-05;2000;104;7,5;2,8;
2020-02-05;2100;119;6,5;2,5;
2020-02-05;2200;123;6,2;1,4;
2020-02-05;2300;105;5,8;1,9;
2020-02-06;0000;112;4,8;1,3;
2020-02-06;0100;119;4,1;,6;
2020-02-06;0200;116;3,5;,6;
2020-02-06;0300;121;3,6;,6;
2020-02-06;0400;124;3,7;,7;
2020-02-06;0500;130;2,2;0;
2020-02-06;0600;171;1,4;0;
2020-02-06;0700;250;1,5;0;
2020-02-06;0800;266;1,3;,4;
2020-02-06;0900;175;1,6;,3;
2020-02-06;1000;173;2,3;,5;
2020-02-06;1100;100;2,5;,9;
2020-02-06;1200;77;2,6;,7;
2020-02-06;1300;46;3,1;,4;
2020-02-06;1400;262;5,4;,6;
2020-02-06;1500;18;5,4;1;
2020-02-06;1600;123;6;1,7;
2020-02-06;1700;133;11,7;2,9;
2020-02-06;1800;99;9,6;2,1;
2020-02-06;1900;94;6,9;1,5;
2020-02-06;2000;107;5,4;2,7;
2020-02-06;2100;96;6,9;2,3;
2020-02-06;2200;117;4,4;1;
2020-02-06;2300;113;3,7;1,5;
2020-02-07;0000;127;3,8;1;
2020-02-07;0100;131;4,4;,8;
2020-02-07;0200;92;8,1;2,1;
2020-02-07;0300;95;5,5;1,1;
2020-02-07;0400;85;4;1,5;
2020-02-07;0500;88;6,6;1,1;
2020-02-07;0600;101;3,4;,7;
2020-02-07;0700;114;2,5;,7;
2020-02-07;0800;99;3,4;1,1;
2020-02-07;0900;99;2,5;,5;
2020-02-07;1000;99;3,2;1,3;
2020-02-07;1100;91;5,9;1,3;
2020-02-07;1200;77;6,3;2,2;
2020-02-07;1300;104;8;2,6;
2020-02-07;1400;88;8;2,1;
2020-02-07;1500;88;6;2,5;
2020-02-07;1600;80;7,1;3,2;
2020-02-07;1700;98;7,1;1,7;
2020-02-07;1800;109;7,5;2,9;
2020-02-07;1900;110;6,5;3,1;
2020-02-07;2000;104;6,3;2;
2020-02-07;2100;99;6,4;1,6;
2020-02-07;2200;76;7,2;2,3;
2020-02-07;2300;90;5,7;1,7;
2020-02-08;0000;96;5,2;1,1;
2020-02-08;0100;78;4,1;1,6;
2020-02-08;0200;95;4,7;1,4;
2020-02-08;0300;82;3,2;,6;
2020-02-08;0400;83;2,1;,2;
2020-02-08;0500;77;2,7;1;
2020-02-08;0600;283;2,7;0;
2020-02-08;0700;49;2,8;,8;
2020-02-08;0800;22;2,8;0;
2020-02-08;0900;8;1,8;,5;
2020-02-08;1000;47;3,3;1,2;
2020-02-08;1100;50;3,9;1,7;
2020-02-08;1200;58;4,8;2,4;
2020-02-08;1300;4;4,8;1,9;
2020-02-08;1400;5;7,7;2,2;
2020-02-08;1500;302;6,2;2,7;
2020-02-08;1600;32;5,5;1,5;
2020-02-08;1700;314;5,6;2,5;
2020-02-08;1800;305;7;3;
2020-02-08;1900;301;7,9;2,3;
2020-02-08;2000;353;4,6;2,1;
2020-02-08;2100;342;5,6;1;
2020-02-08;2200;9;3,4;,7;
2020-02-08;2300;57;4,4;,3;
2020-02-09;0000;65;2,8;,6;
2020-02-09;0100;63;2,9;,9;
2020-02-09;0200;44;3,8;1;
2020-02-09;0300;30;2,9;,8;
2020-02-09;0400;25;2,9;,1;
2020-02-09;0500;29;1,7;0;
2020-02-09;0600;334;1,2;0;
2020-02-09;0700;339;2,4;,1;
2020-02-09;0800;291;1,8;1;
2020-02-09;0900;257;3,9;1,9;
2020-02-09;1000;293;5,4;2,9;
2020-02-09;1100;302;7;3,4;
2020-02-09;1200;283;9,3;4,6;
2020-02-09;1300;298;10,6;5,1;
2020-02-09;1400;286;10,6;4,5;
2020-02-09;1500;292;8,5;4,1;
2020-02-09;1600;293;9,3;3,3;
2020-02-09;1700;318;9,8;4,1;
2020-02-09;1800;313;7,8;2,9;
2020-02-09;1900;295;5,7;2,8;
2020-02-09;2000;133;7,8;2,4;
2020-02-09;2100;133;6,1;1,3;
2020-02-09;2200;116;8,6;3,6;
2020-02-09;2300;111;9,9;3,1;
2020-02-10;0000;126;9,9;1,6;
2020-02-10;0100;103;6,5;2,6;
2020-02-10;0200;113;6,6;1,7;
2020-02-10;0300;121;7;1,7;
2020-02-10;0400;104;7,4;1,6;
2020-02-10;0500;118;5,6;1,8;
2020-02-10;0600;96;6,1;1,5;
2020-02-10;0700;81;3,9;1,6;
2020-02-10;0800;74;4,5;1,3;
2020-02-10;0900;96;3,6;1,1;
2020-02-10;1000;99;5,4;2,3;
2020-02-10;1100;78;5,4;1;
2020-02-10;1200;99;4,7;1,9;
2020-02-10;1300;93;5,2;2,5;
2020-02-10;1400;92;5,2;1,9;
2020-02-10;1500;114;6,7;3,5;
2020-02-10;1600;102;6,7;3,1;
2020-02-10;1700;117;6,4;2;
2020-02-10;1800;105;6,9;3,6;
2020-02-10;1900;117;8,4;3,4;
2020-02-10;2000;126;7,5;2,1;
2020-02-10;2100;114;8;2,2;
2020-02-10;2200;115;7,3;2,4;
2020-02-10;2300;118;7,8;2,9;
2020-02-11;0000;110;7,1;2,7;
2020-02-11;0100;112;8;2,7;
2020-02-11;0200;116;5,8;2,1;
2020-02-11;0300;108;4,8;1,4;
2020-02-11;0400;119;4,2;1,1;
2020-02-11;0500;118;4,2;2;
2020-02-11;0600;118;5,4;1,8;
2020-02-11;0700;110;5,1;1,3;
2020-02-11;0800;115;5,7;2,3;
2020-02-11;0900;115;5,7;2,3;
2020-02-11;1000;109;4,9;2;
2020-02-11;1100;110;6,5;2,4;
2020-02-11;1200;123;5,6;2,1;
2020-02-11;1300;117;7,1;2,5;
2020-02-11;1400;114;6,7;1;
2020-02-11;1500;117;6,2;2,8;
2020-02-11;1600;99;6,2;1,7;
2020-02-11;1700;83;6,3;2,1;
2020-02-11;1800;74;6,8;3,1;
2020-02-11;1900;118;7;1,5;
2020-02-11;2000;74;6,5;3;
2020-02-11;2100;92;7,8;3,8;
2020-02-11;2200;99;7,5;2,4;
2020-02-11;2300;86;6,4;2,4;
2020-02-12;0000;86;6,9;1,7;
2020-02-12;0100;73;5,3;2,4;
2020-02-12;0200;95;5,3;,9;
2020-02-12;0300;69;6;2,1;
2020-02-12;0400;76;5,5;,9;
2020-02-12;0500;78;5,5;1,5;
2020-02-12;0600;94;4,6;1,7;
2020-02-12;0700;92;4,6;1,3;
2020-02-12;0800;94;3,6;1,3;
2020-02-12;0900;89;4,6;1,3;
2020-02-12;1000;80;5;2,2;
2020-02-12;1100;78;7,4;2,5;
2020-02-12;1200;85;7,5;2,8;
2020-02-12;1300;66;8,1;2,8;
2020-02-12;1400;103;6,7;2,6;
2020-02-12;1500;71;6,9;2,3;
2020-02-12;1600;86;6,5;2,7;
2020-02-12;1700;88;8,1;2,8;
2020-02-12;1800;91;7,9;2,9;
2020-02-12;1900;93;7,3;2,6;
2020-02-12;2000;82;7,4;3;
2020-02-12;2100;96;7,6;2,4;
2020-02-12;2200;92;6,9;1,9;
2020-02-12;2300;97;5,9;1,9;
2020-02-13;0000;88;4,3;1,1;
2020-02-13;0100;89;2,5;,8;
2020-02-13;0200;96;3,5;,2;
2020-02-13;0300;111;2;0;
2020-02-13;0400;108;1,8;,5;
2020-02-13;0500;91;2;,3;
2020-02-13;0600;105;3,6;,9;
2020-02-13;0700;162;3,2;,6;
2020-02-13;0800;144;1,8;,1;
2020-02-13;0900;118;2,9;1;
2020-02-13;1000;118;2,7;,9;
2020-02-13;1100;129;5;1,2;
2020-02-13;1200;114;5,2;1,7;
2020-02-13;1300;113;4,5;1,6;
2020-02-13;1400;111;4,9;1,8;
2020-02-13;1500;110;6,7;2;
2020-02-13;1600;121;6;2,3;
2020-02-13;1700;100;6,9;2,4;
2020-02-13;1800;85;6,9;2,1;
2020-02-13;1900;80;8,5;3,2;
2020-02-13;2000;105;8,2;2,8;
2020-02-13;2100;89;6,8;2;
2020-02-13;2200;95;6,7;2,4;
2020-02-13;2300;111;6,7;3,1;
2020-02-14;0000;97;6,4;3,2;
2020-02-14;0100;103;5,9;1,4;
2020-02-14;0200;96;4,7;,9;
2020-02-14;0300;96;5,1;1,3;
2020-02-14;0400;74;4,7;,8;
2020-02-14;0500;61;2,9;1;
2020-02-14;0600;37;2,4;,3;
2020-02-14;0700;333;1,6;0;
2020-02-14;0800;252;1,1;0;
2020-02-14;0900;355;2,6;1,3;
2020-02-14;1000;55;3,3;1,2;
2020-02-14;1100;57;3;,8;
2020-02-14;1200;43;3,7;1,9;
2020-02-14;1300;82;5,1;1,2;
2020-02-14;1400;43;4,8;1,2;
2020-02-14;1500;28;4,9;1,7;
